"","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"14112","ENSMUSG00000000827",66314,"Tpd52l2","protein_coding","2",181138935,181159759
"14113","ENSMUSG00000032400",68014,"Zwilch","protein_coding","9",64044426,64080386
"14114","ENSMUSG00000022221",56532,"Ripk3","protein_coding","14",56022452,56026322
"14115","ENSMUSG00000055775",17885,"Myh8","protein_coding","11",67167950,67199460
"14116","ENSMUSG00000099863",NA,"1700031L13Rik","protein_coding","5",82270255,82272560
"14117","ENSMUSG00000045435",212090,"Tmem60","protein_coding","5",21087189,21091868
"14118","ENSMUSG00000039968",242860,"Rsbn1l","protein_coding","5",21098026,21161396
"14119","ENSMUSG00000092120",626942,"Vmn2r90","protein_coding","17",17924009,17955418
"14120","ENSMUSG00000031880",56437,"Rrad","protein_coding","8",105354702,105357959
"14121","ENSMUSG00000049537",243078,"Tecrl","protein_coding","5",83425992,83503042
"14122","ENSMUSG00000043897",100125586,"Vmn2r2","protein_coding","3",64022699,64049349
"14123","ENSMUSG00000031523",50768,"Dlc1","protein_coding","8",37034905,37420297
"14124","ENSMUSG00000030231",109135,"Plekha5","protein_coding","6",140369780,140542836
"14125","ENSMUSG00000023411",73181,"Nfatc4","protein_coding","14",56060601,56071400
"14126","ENSMUSG00000027840",22414,"Wnt2b","protein_coding","3",104852588,104869237
"14127","ENSMUSG00000079605",474156,"Zbtb9","protein_coding","17",27192141,27227350
"14128","ENSMUSG00000117819",NA,"Gm50253","protein_coding","17",27192191,27255352
"14129","ENSMUSG00000029352",12962,"Crybb3","protein_coding","5",113223705,113229450
"14130","ENSMUSG00000091572",637004,"Vmn2r3","protein_coding","3",64164636,64197130
"14131","ENSMUSG00000080316",75202,"Spaca6","protein_coding","17",18047420,18063271
"14132","ENSMUSG00000017561",54394,"Crlf3","protein_coding","11",79937319,79971817
"14133","ENSMUSG00000042766",360213,"Trim46","protein_coding","3",89141484,89153616
"14134","ENSMUSG00000006241",67119,"Ccdc159","protein_coding","9",21838767,21847168
"14135","ENSMUSG00000026697",17926,"Myoc","protein_coding","1",162466724,162477262
"14136","ENSMUSG00000091060",100038657,"Myocos","protein_coding","1",162474762,162485788
"14137","ENSMUSG00000070570",72961,"Slc17a7","protein_coding","7",44813373,44825566
"14138","ENSMUSG00000027109",20687,"Sp3","protein_coding","2",72766771,72810790
"14139","ENSMUSG00000037936",20778,"Scarb1","protein_coding","5",125354151,125418158
"14140","ENSMUSG00000037474",76843,"Dtl","protein_coding","1",191269468,191307656
"14141","ENSMUSG00000075592",277154,"Nynrin","protein_coding","14",56091467,56112193
"14142","ENSMUSG00000025138",209011,"Sirt7","protein_coding","11",120509198,120516066
"14143","ENSMUSG00000056492",224792,"Adgrf5","protein_coding","17",43671342,43770448
"14144","ENSMUSG00000040380",56410,"Cbln3","protein_coding","14",56116370,56121849
"14145","ENSMUSG00000062127",80281,"Cttnbp2nl","protein_coding","3",104909231,104960462
"14146","ENSMUSG00000047153",219094,"Khnyn","protein_coding","14",56122404,56136232
"14147","ENSMUSG00000095276",100039953,"Gfy","protein_coding","7",44825773,44828993
"14148","ENSMUSG00000031879",68523,"Ciao2b","protein_coding","8",105366470,105368597
"14149","ENSMUSG00000098132",78748,"Rassf10","protein_coding","7",112553169,112556664
"14150","ENSMUSG00000038300",114640,"Pth2","protein_coding","7",44830419,44831262
"14151","ENSMUSG00000079286",NA,"Gm11084","protein_coding","2",72801892,72817060
"14152","ENSMUSG00000030590",73833,"Fam98c","protein_coding","7",28851935,28855659
"14153","ENSMUSG00000022223",654795,"Sdr39u1","protein_coding","14",56134740,56137750
"14154","ENSMUSG00000074384",621080,"AI429214","protein_coding","8",37460758,37462687
"14155","ENSMUSG00000051788",75269,"4930564D02Rik","protein_coding","3",104974160,104986122
"14156","ENSMUSG00000034908",214597,"Sidt2","protein_coding","9",45849155,45866556
"14157","ENSMUSG00000027620",170791,"Rbm39","protein_coding","2",155989159,156022158
"14158","ENSMUSG00000042747",66059,"Krtcap2","protein_coding","3",89153273,89157213
"14159","ENSMUSG00000028644",27028,"Ermap","protein_coding","4",119032654,119047208
"14160","ENSMUSG00000048731",70772,"Ggnbp1","protein_coding","17",27236961,27256598
"14161","ENSMUSG00000039539",244431,"Sgcz","protein_coding","8",37989452,39128662
"14162","ENSMUSG00000051510",17134,"Mafg","protein_coding","11",120515943,120524426
"14163","ENSMUSG00000028771",19248,"Ptpn12","protein_coding","5",21191643,21260909
"14164","ENSMUSG00000038292",384619,"Kash5","protein_coding","7",44833048,44854316
"14165","ENSMUSG00000055730",102022,"Ces2a","protein_coding","8",105460635,105468266
"14166","ENSMUSG00000042737",68563,"Dpm3","protein_coding","3",89166665,89174386
"14167","ENSMUSG00000017550",237877,"Atad5","protein_coding","11",79980226,80026620
"14168","ENSMUSG00000003665",15116,"Has1","protein_coding","17",18063585,18075467
"14169","ENSMUSG00000030278",14311,"Cidec","protein_coding","6",113401595,113412721
"14170","ENSMUSG00000037062",54673,"Sh3glb1","protein_coding","3",144389439,144426096
"14171","ENSMUSG00000022225",17228,"Cma1","protein_coding","14",56178908,56182132
"14172","ENSMUSG00000039414",320473,"Heatr5b","protein_coding","17",79060327,79142793
"14173","ENSMUSG00000068289",545055,"Cma2","protein_coding","14",56188437,56211488
"14174","ENSMUSG00000037239",101809,"Spred3","protein_coding","7",28858254,28869836
"14175","ENSMUSG00000026439",213464,"Rbbp5","protein_coding","1",132405103,132433397
"14176","ENSMUSG00000051256",67767,"Jagn1","protein_coding","6",113419530,113425190
"14177","ENSMUSG00000008348",22190,"Ubc","protein_coding","5",125463029,125467266
"14178","ENSMUSG00000012535",320938,"Tnpo3","protein_coding","6",29540826,29609886
"14179","ENSMUSG00000030792",50722,"Dkkl1","protein_coding","7",44856943,44861571
"14180","ENSMUSG00000022227",17224,"Mcpt1","protein_coding","14",56255428,56257841
"14181","ENSMUSG00000051339",243219,"2900026A02Rik","protein_coding","5",113234189,113369102
"14182","ENSMUSG00000071361",17232,"Mcpt9","protein_coding","14",56264321,56267952
"14183","ENSMUSG00000031493",243897,"Ggn","protein_coding","7",28869635,28873401
"14184","ENSMUSG00000050097",234669,"Ces2b","protein_coding","8",105558204,105566725
"14185","ENSMUSG00000022226",17225,"Mcpt2","protein_coding","14",56279498,56282099
"14186","ENSMUSG00000030774",18479,"Pak1","protein_coding","7",97437748,97561588
"14187","ENSMUSG00000087166",381591,"L1td1","protein_coding","4",98614971,98626717
"14188","ENSMUSG00000061068",17227,"Mcpt4","protein_coding","14",56297086,56299770
"14189","ENSMUSG00000025044",20288,"Msr1","protein_coding","8",40034726,40095714
"14190","ENSMUSG00000020389",213084,"Cdkl3","protein_coding","11",51895048,51980611
"14191","ENSMUSG00000066964",333048,"Tmem211","protein_coding","5",113374775,113387129
"14192","ENSMUSG00000028643",69216,"Svbp","protein_coding","4",119052503,119058495
"14193","ENSMUSG00000022157",17231,"Mcpt8","protein_coding","14",56319623,56322730
"14194","ENSMUSG00000029480",208144,"Dhx37","protein_coding","5",125490922,125511185
"14195","ENSMUSG00000035407",242553,"Kank4","protein_coding","4",98643135,98705774
"14196","ENSMUSG00000040314",13035,"Ctsg","protein_coding","14",56337338,56340031
"14197","ENSMUSG00000062200",319217,"Vmn2r7","protein_coding","3",64592465,64752186
"14198","ENSMUSG00000022156",14942,"Gzme","protein_coding","14",56355083,56358082
"14199","ENSMUSG00000061825",234671,"Ces2c","protein_coding","8",105573700,105581115
"14200","ENSMUSG00000059256",14941,"Gzmd","protein_coding","14",56367013,56370065
"14201","ENSMUSG00000073794",NA,"I0C0044D17Rik","protein_coding","4",98706712,98712077
"14202","ENSMUSG00000078584",230696,"AU022252","protein_coding","4",119060767,119089909
"14203","ENSMUSG00000040284",14944,"Gzmg","protein_coding","14",56394039,56397036
"14204","ENSMUSG00000040896",56543,"Kcnd3","protein_coding","3",105359646,105581318
"14205","ENSMUSG00000035582",233537,"Gdpd4","protein_coding","7",97569162,97698870
"14206","ENSMUSG00000015443",245839,"Gzmn","protein_coding","14",56403254,56412056
"14207","ENSMUSG00000031603",80857,"Fgf20","protein_coding","8",40732207,40761372
"14208","ENSMUSG00000001763",232670,"Tspan33","protein_coding","6",29694221,29718558
"14209","ENSMUSG00000015441",14943,"Gzmf","protein_coding","14",56442720,56448874
"14210","ENSMUSG00000037905",76809,"Bri3bp","protein_coding","5",125518632,125537434
"14211","ENSMUSG00000028759",15441,"Hp1bp3","protein_coding","4",137943607,137971994
"14212","ENSMUSG00000079186",14940,"Gzmc","protein_coding","14",56468898,56472113
"14213","ENSMUSG00000030846",21843,"Tial1","protein_coding","7",128041501,128063441
"14214","ENSMUSG00000039478",78506,"Micu3","protein_coding","8",40760499,40839349
"14215","ENSMUSG00000015437",14939,"Gzmb","protein_coding","14",56496295,56499717
"14216","ENSMUSG00000029482",78894,"Aacs","protein_coding","5",125552878,125594474
"14217","ENSMUSG00000027953",19729,"Slc50a1","protein_coding","3",89175553,89177877
"14218","ENSMUSG00000032399",67891,"Rpl4","protein_coding","9",64080657,64085948
"14219","ENSMUSG00000045551",14293,"Fpr1","protein_coding","17",18096733,18104202
"14220","ENSMUSG00000022229",192113,"Atp12a","protein_coding","14",56602525,56626007
"14221","ENSMUSG00000052270",14289,"Fpr2","protein_coding","17",18108086,18114214
"14222","ENSMUSG00000030232",11569,"Aebp2","protein_coding","6",140568389,140624198
"14223","ENSMUSG00000048174",74626,"Tmem81","protein_coding","1",132433968,132436377
"14224","ENSMUSG00000079700",14294,"Fpr3","protein_coding","17",18108114,18191939
"14225","ENSMUSG00000031886",234673,"Ces2e","protein_coding","8",105652892,105661304
"14226","ENSMUSG00000005501",227334,"Usp40","protein_coding","1",87872841,87936273
"14227","ENSMUSG00000038116",228829,"Phf20","protein_coding","2",156038386,156151872
"14228","ENSMUSG00000048062",14291,"Fpr-rs4","protein_coding","17",18241995,18242966
"14229","ENSMUSG00000050668",53951,"Gpatch11","protein_coding","17",79142996,79155737
"14230","ENSMUSG00000000365",30054,"Rnf17","protein_coding","14",56640038,56762489
"14231","ENSMUSG00000027699",13605,"Ect2","protein_coding","3",27151371,27208027
"14232","ENSMUSG00000043463",319642,"Rab9b","protein_coding","X",135758896,135769504
"14233","ENSMUSG00000048155",69389,"H2bw2","protein_coding","X",135828074,135829125
"14234","ENSMUSG00000039470",70546,"Zdhhc2","protein_coding","8",40876856,40963309
"14235","ENSMUSG00000072955",399591,"Tmsb15l","protein_coding","X",135855737,135877618
"14236","ENSMUSG00000032398",330959,"Snapc5","protein_coding","9",64086556,64090414
"14237","ENSMUSG00000070498",208151,"Tmem132b","protein_coding","5",125608838,125869647
"14238","ENSMUSG00000089996",100034363,"Tmsb15b2","protein_coding","X",135856014,135876246
"14239","ENSMUSG00000032561",56318,"Acpp","protein_coding","9",104165450,104214947
"14240","ENSMUSG00000046229",19018,"Scand1","protein_coding","2",156153766,156154667
"14241","ENSMUSG00000089768",666244,"Tmsb15b1","protein_coding","X",135874771,135877623
"14242","ENSMUSG00000057789",12018,"Bak1","protein_coding","17",27238784,27247983
"14243","ENSMUSG00000044348",67062,"Slc25a53","protein_coding","X",135881865,135939051
"14244","ENSMUSG00000027257",80708,"Pacsin3","protein_coding","2",91086299,91095024
"14245","ENSMUSG00000029245",13839,"Epha5","protein_coding","5",84202620,84565241
"14246","ENSMUSG00000030591",57296,"Psmd8","protein_coding","7",28873613,28880126
"14247","ENSMUSG00000062826",71903,"Ces2f","protein_coding","8",105673988,105686679
"14248","ENSMUSG00000031428",66995,"Zcchc18","protein_coding","X",135893904,135899221
"14249","ENSMUSG00000064128",219103,"Cenpj","protein_coding","14",56764218,56812882
"14250","ENSMUSG00000040563",235044,"Plppr2","protein_coding","9",21848329,21860203
"14251","ENSMUSG00000023914",17287,"Mep1a","protein_coding","17",43785215,43813703
"14252","ENSMUSG00000030847",29810,"Bag3","protein_coding","7",128125340,128148705
"14253","ENSMUSG00000031877",72361,"Ces2g","protein_coding","8",105688350,105696169
"14254","ENSMUSG00000042498",102871,"Radx","protein_coding","X",138381116,138455331
"14255","ENSMUSG00000001761",319757,"Smo","protein_coding","6",29735502,29761364
"14256","ENSMUSG00000054509",328417,"Parp4","protein_coding","14",56813076,56897251
"14257","ENSMUSG00000038943",233406,"Prc1","protein_coding","7",79944198,79966007
"14258","ENSMUSG00000091813",436059,"Ces2h","protein_coding","8",105727485,105747810
"14259","ENSMUSG00000051238",66962,"Swsap1","protein_coding","9",21867051,21869560
"14260","ENSMUSG00000031601",18983,"Cnot7","protein_coding","8",40945581,40968888
"14261","ENSMUSG00000028642",75180,"Tmem269","protein_coding","4",119062252,119075414
"14262","ENSMUSG00000004936",26395,"Map2k1","protein_coding","9",64093052,64160913
"14263","ENSMUSG00000060180",544791,"Myh13","protein_coding","11",67212484,67262412
"14264","ENSMUSG00000079184",75339,"Mphosph8","protein_coding","14",56905705,56934887
"14265","ENSMUSG00000028560",230484,"Usp1","protein_coding","4",98812047,98823780
"14266","ENSMUSG00000031438",66889,"Rnf128","protein_coding","X",138464065,138573894
"14267","ENSMUSG00000090417",665227,"Vmn2r94","protein_coding","17",18461384,18498018
"14268","ENSMUSG00000079264",NA,"Gm11077","protein_coding","6",140675010,140701779
"14269","ENSMUSG00000096140",100043332,"Ankrd66","protein_coding","17",43845079,43854530
"14270","ENSMUSG00000053909",434769,"Rhox10","protein_coding","X",37155352,37160568
"14271","ENSMUSG00000069922",382053,"Ces3a","protein_coding","8",105775233,105785045
"14272","ENSMUSG00000024079",19106,"Eif2ak2","protein_coding","17",79159993,79190002
"14273","ENSMUSG00000026739",12151,"Bmi1","protein_coding","2",18681829,18691440
"14274","ENSMUSG00000041741",54611,"Pde3a","protein_coding","6",141194995,141453174
"14275","ENSMUSG00000006235",13857,"Epor","protein_coding","9",21870193,21874802
"14276","ENSMUSG00000051038",194738,"Rhox11","protein_coding","X",37165471,37174018
"14277","ENSMUSG00000045349",230863,"Sh2d5","protein_coding","4",137977714,137988643
"14278","ENSMUSG00000071766",382282,"Rhox12","protein_coding","X",37192954,37199784
"14279","ENSMUSG00000050197",73614,"Rhox13","protein_coding","X",37210096,37218844
"14280","ENSMUSG00000048047",56805,"Zbtb33","protein_coding","X",37278670,37285923
"14281","ENSMUSG00000034324",208213,"Tmem132c","protein_coding","5",127318872,127642857
"14282","ENSMUSG00000035337",93841,"Uchl4","protein_coding","9",64142483,64143644
"14283","ENSMUSG00000058317",218793,"Ube2e2","protein_coding","14",3575429,3896121
"14284","ENSMUSG00000003131",18475,"Pafah1b2","protein_coding","9",45874157,45923988
"14285","ENSMUSG00000043088",57890,"Il17re","protein_coding","6",113435445,113447719
"14286","ENSMUSG00000035062",245522,"Zc4h2","protein_coding","X",94682799,94702115
"14287","ENSMUSG00000025626",70998,"Phf6","protein_coding","X",52001143,52045820
"14288","ENSMUSG00000028758",16559,"Kif17","protein_coding","4",137977746,138029278
"14289","ENSMUSG00000079698",627132,"Vmn2r93","protein_coding","17",18518361,18552176
"14290","ENSMUSG00000025140",209027,"Pycr1","protein_coding","11",120526538,120534595
"14291","ENSMUSG00000029253",12617,"Cenpc1","protein_coding","5",86159883,86213442
"14292","ENSMUSG00000091631",328759,"Vmn2r95","protein_coding","17",18644340,18681167
"14293","ENSMUSG00000021774",22194,"Ube2e1","protein_coding","14",4137837,4186974
"14294","ENSMUSG00000038045",73671,"Sult6b1","protein_coding","17",79191367,79214421
"14295","ENSMUSG00000000826",13002,"Dnajc5","protein_coding","2",181162278,181196926
"14296","ENSMUSG00000028757",13200,"Ddost","protein_coding","4",138032041,138039939
"14297","ENSMUSG00000031600",52348,"Vps37a","protein_coding","8",40964824,41003798
"14298","ENSMUSG00000026020",55989,"Nop58","protein_coding","1",59724130,59758203
"14299","ENSMUSG00000032397",66131,"Tipin","protein_coding","9",64188863,64212706
"14300","ENSMUSG00000091679",433070,"Vmn2r96","protein_coding","17",18793413,18836265
"14301","ENSMUSG00000021772",69721,"Nkiras1","protein_coding","14",4185693,4198560
"14302","ENSMUSG00000046909",68550,"Tefm","protein_coding","11",80027504,80033001
"14303","ENSMUSG00000028756",68943,"Pink1","protein_coding","4",138040720,138053618
"14304","ENSMUSG00000056025",12722,"Clca3a1","protein_coding","3",144435438,144466738
"14305","ENSMUSG00000039934",212167,"Gsap","protein_coding","5",21391253,21520130
"14306","ENSMUSG00000025141",68515,"Myadml2","protein_coding","11",120536857,120538984
"14307","ENSMUSG00000012405",66480,"Rpl15","protein_coding","14",4198305,4201873
"14308","ENSMUSG00000062691",68554,"Cebpzos","protein_coding","17",79223929,79227735
"14309","ENSMUSG00000032564",74020,"Cpne4","protein_coding","9",104424485,104911743
"14310","ENSMUSG00000020349",19052,"Ppp2ca","protein_coding","11",51989508,52018605
"14311","ENSMUSG00000025630",15452,"Hprt","protein_coding","X",52077014,52110536
"14312","ENSMUSG00000028755",72269,"Cda","protein_coding","4",138065735,138095303
"14313","ENSMUSG00000042644",16440,"Itpr3","protein_coding","17",27276278,27341197
"14314","ENSMUSG00000064179",21955,"Tnnt1","protein_coding","7",4507569,4519381
"14315","ENSMUSG00000062204",211472,"Olfr1373","protein_coding","11",52035420,52036355
"14316","ENSMUSG00000078235",625638,"Fam43b","protein_coding","4",138121403,138123839
"14317","ENSMUSG00000021775",353187,"Nr1d2","protein_coding","14",4230569,4265642
"14318","ENSMUSG00000020709",216991,"Adap2","protein_coding","11",80044931,80069784
"14319","ENSMUSG00000041241",68350,"Mul1","protein_coding","4",138161982,138169576
"14320","ENSMUSG00000037708",381350,"Spag6","protein_coding","2",18698843,18755224
"14321","ENSMUSG00000027905",53975,"Ddx20","protein_coding","3",105585586,105594890
"14322","ENSMUSG00000062181",13909,"Ces3b","protein_coding","8",105810385,105820561
"14323","ENSMUSG00000021779",21834,"Thrb","protein_coding","14",4431611,4809435
"14324","ENSMUSG00000097638",NA,"Carlr","protein_coding","2",18804056,18806629
"14325","ENSMUSG00000046447",66259,"Camk2n1","protein_coding","4",138181625,138187434
"14326","ENSMUSG00000060170",276865,"Olfr1371","protein_coding","11",52103879,52104814
"14327","ENSMUSG00000020707",71956,"Rnf135","protein_coding","11",80074677,80090583
"14328","ENSMUSG00000028753",75718,"Vwa5b1","protein_coding","4",138292671,138363195
"14329","ENSMUSG00000027238",228564,"Frmd5","protein_coding","2",121376010,121637568
"14330","ENSMUSG00000027954",13636,"Efna1","protein_coding","3",89179040,89188449
"14331","ENSMUSG00000071738",238829,"Cldn34b3","protein_coding","X",75307910,75311344
"14332","ENSMUSG00000042988",77583,"Notum","protein_coding","11",120544614,120552001
"14333","ENSMUSG00000040146",71746,"Rgl3","protein_coding","9",21880007,21900742
"14334","ENSMUSG00000073085",619294,"Cldn34b4","protein_coding","X",75428942,75441586
"14335","ENSMUSG00000079525",74987,"Cldn34d","protein_coding","X",75626214,75646530
"14336","ENSMUSG00000048458",109050,"Inka2","protein_coding","3",105611915,105628158
"14337","ENSMUSG00000079450",73061,"Cldn34c1","protein_coding","X",122013192,122098492
"14338","ENSMUSG00000027698",320024,"Nceh1","protein_coding","3",27237114,27338757
"14339","ENSMUSG00000060560",234677,"Ces4a","protein_coding","8",105858432,105876741
"14340","ENSMUSG00000118415",100039763,"Gm2411","protein_coding","X",122256462,122290773
"14341","ENSMUSG00000095474",625591,"Cldn34c2","protein_coding","X",122485984,122514222
"14342","ENSMUSG00000118430",382265,"Cldn34c3","protein_coding","X",122697889,122724117
"14343","ENSMUSG00000017491",218772,"Rarb","protein_coding","14",5650540,6038924
"14344","ENSMUSG00000072049",100038941,"Vmn2r121","protein_coding","X",123034658,123045649
"14345","ENSMUSG00000028641",56401,"P3h1","protein_coding","4",119090112,119106172
"14346","ENSMUSG00000030281",171095,"Il17rc","protein_coding","6",113448388,113460101
"14347","ENSMUSG00000039431",54384,"Mtmr7","protein_coding","8",41004136,41087840
"14348","ENSMUSG00000036309",21402,"Skp1","protein_coding","11",52122822,52137685
"14349","ENSMUSG00000028039",13638,"Efna3","protein_coding","3",89221206,89230272
"14350","ENSMUSG00000028262",80797,"Clca3a2","protein_coding","3",144502320,144525255
"14351","ENSMUSG00000039632",77609,"Odad3","protein_coding","9",21901167,21913930
"14352","ENSMUSG00000000782",21414,"Tcf7","protein_coding","11",52143198,52174158
"14353","ENSMUSG00000017485",21974,"Top2b","protein_coding","14",6034301,6104584
"14354","ENSMUSG00000028040",13639,"Efna4","protein_coding","3",89240697,89245335
"14355","ENSMUSG00000039304",22035,"Tnfsf10","protein_coding","3",27371177,27396576
"14356","ENSMUSG00000030284",171508,"Creld1","protein_coding","6",113460258,113470304
"14357","ENSMUSG00000046723",13526,"Adam24","protein_coding","8",41128118,41135238
"14358","ENSMUSG00000045009",210673,"Prrt3","protein_coding","6",113470600,113478892
"14359","ENSMUSG00000071937",23793,"Adam25","protein_coding","8",41205245,41209213
"14360","ENSMUSG00000037033",229927,"Clca3b","protein_coding","3",144528384,144555118
"14361","ENSMUSG00000046282",384806,"Adam20","protein_coding","8",41246310,41250340
"14362","ENSMUSG00000020905",216835,"Usp43","protein_coding","11",67745349,67812979
"14363","ENSMUSG00000054033",546055,"Adam39","protein_coding","8",41276027,41280074
"14364","ENSMUSG00000032563",94062,"Mrpl3","protein_coding","9",104930438,104957087
"14365","ENSMUSG00000037461",77065,"Ints7","protein_coding","1",191307748,191355800
"14366","ENSMUSG00000030286",66087,"Emc3","protein_coding","6",113491835,113508613
"14367","ENSMUSG00000031885",12400,"Cbfb","protein_coding","8",105897306,105944621
"14368","ENSMUSG00000023913",27226,"Pla2g7","protein_coding","17",43878989,43923092
"14369","ENSMUSG00000051136",208188,"Ghsr","protein_coding","3",27425500,27432159
"14370","ENSMUSG00000029254",56792,"Stap1","protein_coding","5",86219605,86253984
"14371","ENSMUSG00000068798",109905,"Rap1a","protein_coding","3",105634583,105708652
"14372","ENSMUSG00000057230",269774,"Aak1","protein_coding","6",86826499,86980205
"14373","ENSMUSG00000020904",71860,"Cfap52","protein_coding","11",67815632,67856477
"14374","ENSMUSG00000021785",59007,"Ngly1","protein_coding","14",6157837,6220483
"14375","ENSMUSG00000029416",100561,"Slc15a4","protein_coding","5",127672728,127709961
"14376","ENSMUSG00000074195",99709,"Clca4b","protein_coding","3",144616682,144638290
"14377","ENSMUSG00000032481",20588,"Smarcc1","protein_coding","9",109946776,110069246
"14378","ENSMUSG00000000562",11542,"Adora3","protein_coding","3",105778174,105816242
"14379","ENSMUSG00000000562",69296,"Adora3","protein_coding","3",105778174,105816242
"14380","ENSMUSG00000020402",22333,"Vdac1","protein_coding","11",52251687,52280224
"14381","ENSMUSG00000027108",67059,"Ola1","protein_coding","2",72923145,73049268
"14382","ENSMUSG00000031596",11988,"Slc7a2","protein_coding","8",41315433,41375345
"14383","ENSMUSG00000027827",16497,"Kcnab1","protein_coding","3",64856617,65285644
"14384","ENSMUSG00000064280",75172,"Ccdc146","protein_coding","5",21497959,21629675
"14385","ENSMUSG00000021786",71147,"Oxsm","protein_coding","14",6219955,6231111
"14386","ENSMUSG00000066058",242653,"Cldn19","protein_coding","4",119112611,119119635
"14387","ENSMUSG00000030796",21677,"Tead2","protein_coding","7",44865177,44883068
"14388","ENSMUSG00000039899",14190,"Fgl2","protein_coding","5",21577640,21583372
"14389","ENSMUSG00000047221",330050,"Fam185a","protein_coding","5",21629956,21687122
"14390","ENSMUSG00000029993",56748,"Nfu1","protein_coding","6",86986218,87005443
"14391","ENSMUSG00000045201",218763,"Lrrc3b","protein_coding","14",7030776,7112248
"14392","ENSMUSG00000028639",22608,"Ybx1","protein_coding","4",119135178,119151801
"14393","ENSMUSG00000024208",67267,"Uqcc2","protein_coding","17",27341637,27352890
"14394","ENSMUSG00000042216",52850,"Sgsm1","protein_coding","5",113391086,113458652
"14395","ENSMUSG00000042567",674895,"Nek10","protein_coding","14",7457704,7666348
"14396","ENSMUSG00000024081",12607,"Cebpz","protein_coding","17",79226435,79244495
"14397","ENSMUSG00000067336",12168,"Bmpr2","protein_coding","1",59802559,59918173
"14398","ENSMUSG00000063268",671535,"Parp10","protein_coding","15",76115374,76127641
"14399","ENSMUSG00000074344",69296,"Tmigd3","protein_coding","3",105778219,105831358
"14400","ENSMUSG00000036275",213673,"9530068E07Rik","protein_coding","11",52287255,52299555
"14401","ENSMUSG00000031595",68797,"Pdgfrl","protein_coding","8",41379249,41443822
"14402","ENSMUSG00000038085",70873,"Cnbd2","protein_coding","2",156154219,156217558
"14403","ENSMUSG00000070661",66825,"Rnf186","protein_coding","4",138694423,138695676
"14404","ENSMUSG00000041143",77056,"Tmco4","protein_coding","4",138700199,138786482
"14405","ENSMUSG00000118531",NA,"Gm53046","protein_coding","3",105811799,105826108
"14406","ENSMUSG00000031889",234678,"Phaf1","protein_coding","8",105951777,105979685
"14407","ENSMUSG00000074342",433638,"I830077J02Rik","protein_coding","3",105831674,105839980
"14408","ENSMUSG00000020903",55943,"Stx8","protein_coding","11",67857019,68097974
"14409","ENSMUSG00000035458",21954,"Tnni3","protein_coding","7",4521304,4527228
"14410","ENSMUSG00000034023",211651,"Fancd2","protein_coding","6",113508643,113573978
"14411","ENSMUSG00000068547",99663,"Clca4a","protein_coding","3",144658241,144680806
"14412","ENSMUSG00000022564",66168,"Grina","protein_coding","15",76130964,76134104
"14413","ENSMUSG00000090165",394430,"Ugt1a10","protein_coding","1",87983110,88146726
"14414","ENSMUSG00000042105",101490,"Inpp5f","protein_coding","7",128213052,128298149
"14415","ENSMUSG00000021733",218756,"Slc4a7","protein_coding","14",7669823,7767484
"14416","ENSMUSG00000024210",271424,"Ip6k3","protein_coding","17",27362939,27386769
"14417","ENSMUSG00000036264",320027,"Fstl4","protein_coding","11",52655461,53079365
"14418","ENSMUSG00000026737",18718,"Pip4k2a","protein_coding","2",18847066,19002937
"14419","ENSMUSG00000049653",74281,"Spatc1","protein_coding","15",76152289,76176772
"14420","ENSMUSG00000039286",72007,"Fndc3b","protein_coding","3",27470311,27765456
"14421","ENSMUSG00000090304",665376,"Vmn2r99","protein_coding","17",19582211,19621360
"14422","ENSMUSG00000028747",15565,"Htr6","protein_coding","4",138788419,138802881
"14423","ENSMUSG00000071724",100503915,"Smpd5","protein_coding","15",76178548,76181096
"14424","ENSMUSG00000041120",17965,"Nbl1","protein_coding","4",138809595,138820304
"14425","ENSMUSG00000040140",210510,"Tdrd6","protein_coding","17",43926226,43941190
"14426","ENSMUSG00000068859",381373,"Sp9","protein_coding","2",73102269,73115050
"14427","ENSMUSG00000050608",433771,"Micos10","protein_coding","4",138829125,138858424
"14428","ENSMUSG00000069920",97440,"B3gnt9","protein_coding","8",105979270,105981785
"14429","ENSMUSG00000020902",18208,"Ntn1","protein_coding","11",68100190,68291649
"14430","ENSMUSG00000022562",75475,"Oplah","protein_coding","15",76180801,76212215
"14431","ENSMUSG00000041777",66935,"Cir1","protein_coding","2",73113449,73143045
"14432","ENSMUSG00000031887",71609,"Tradd","protein_coding","8",105984918,105991241
"14433","ENSMUSG00000060288",66101,"Ppih","protein_coding","4",119157207,119177743
"14434","ENSMUSG00000020901",320207,"Pik3r5","protein_coding","11",68322947,68388675
"14435","ENSMUSG00000041040",72750,"Fam117b","protein_coding","1",59952165,60024505
"14436","ENSMUSG00000033313",50788,"Fbxl8","protein_coding","8",105991280,105995958
"14437","ENSMUSG00000045636",102103,"Mtus1","protein_coding","8",41443951,41586763
"14438","ENSMUSG00000091859",627537,"Vmn2r100","protein_coding","17",19724994,19755493
"14439","ENSMUSG00000043164",208613,"Tmem212","protein_coding","3",27920215,27950517
"14440","ENSMUSG00000055809",436022,"Dnaaf3","protein_coding","7",4525932,4535452
"14441","ENSMUSG00000027828",67437,"Ssr3","protein_coding","3",65287076,65300044
